id,title,description,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,unitName,quantity,valueAmount,currencyCode,valuationDate,contractNumber,contractDateSigned,contractUrl,contractStatus,contractPurpose,contractRentalRate,contractCustodianName,contractCustodianId,contractUserName,contractUserId,contractPeriodStartDate,contractPeriodEndDate,contractPeriodMaxExtentDate,contractSchedule,contractValuePeriod,contractValueAmount,contractValueDescription,validityDate
74876-53820,"окремо розташ.буд.","ІНШЕ",UA80000000000093317,"02206",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","МАЛИШКА АНДРІЯ","25/1",null,null,кв. м.,19.6,13 412.78,UAH,2016-12-31,"252/1",2017-02-28,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""РАДА ВЕТЕРАНІВ АТО ДНІПРОВСЬКОГО РАЙОНУ МІСТА КИЄВА""","39902860",2017-02-28,2023-02-27,null,null,Місяць,1.00,null,2025-04-12
74879-54028,"нежитлові приміщення в житловому будинку","ІНШЕ",UA80000000000093317,"02105",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","БУДІВЕЛЬНИКІВ","8",null,null,кв. м.,181.5,3 756 000.00,UAH,2022-11-05,"213/1",2016-06-14,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","САПУН ВІТАЛІЙ МИХАЙЛОВИЧ","2918411614",2017-06-14,2029-06-13,null,null,Місяць,26 188.54,null,2025-04-18
74880-52943,"нежитлові при міщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ЧУПРИНКИ ГРИГОРІЯ (ЧУДНОВСЬКОГО)","1/10",null,null,кв. м.,44.34,8 070.04,UAH,2016-01-31,"216/1",2016-07-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ОРГАН САМООРГАНІЗАЦІЇ НАСЕЛЕННЯ ""КОМІТЕТ МІКРОРАЙОНУ ""ДАРНИЦЬКА ПЛОЩА""","38195849",2016-07-22,2022-07-21,null,null,Місяць,1.00,null,2025-04-12
74883-53662,"окремо розташ.буд.","ІНШЕ",UA80000000000093317,"02002",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","МИТРОПОЛИТА АНДРЕЯ ШЕПТИЦЬКОГО (ЛУНАЧАРСЬКОГО)","3-Г",null,null,кв. м.,18.0,34 958.33,UAH,2019-03-31,"218/1",2016-08-10,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ОРГАН САМООРГАНІЗАЦІЇ НАСЕЛЕННЯ ""КОМІТЕТ МІКРОРАЙОНУ ""МИКІЛЬСЬКА СЛОБІДКА""","38576379",2016-08-10,2022-08-09,null,null,Місяць,1.00,null,2025-04-12
74884-54091,null,"АДМІНІСТРАТИВНЕ",UA80000000000093317,"02098",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ШУМСЬКОГО ЮРІЯ","6-Б",null,null,кв. м.,3.74,57 137.00,UAH,2016-01-31,"239/1",2016-07-29,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","КИЇВСЬКА МІСЬКА ФІЛІЯ АКЦІОНЕРНОГО ТОВАРИСТВА ""УКРТЕЛЕКОМ""","01189910",2016-07-29,2022-07-28,null,null,Місяць,714.21,null,2025-04-17
74885-53688,"окремо розташ.буд.","ІНШЕ",UA80000000000093317,"02152",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ТИЧИНИ ПАВЛА ПРОСП.","15",null,null,кв. м.,158.8,1 701 000.00,UAH,2017-01-31,"262/1",2017-04-19,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРОМАДСЬКЕ ФОРМУВАННЯ З ОХОРОНИ ГРОМАДСЬКОГО ПОРЯДКУ ТА ДЕРЖАВНОГО КОРДОНУ УКРАЇНИ ""ЛІВИЙ БЕРЕГ-КИЇВ БТО""","39740588",2017-04-19,2023-04-17,null,null,Місяць,5 134.42,null,2025-04-17
74886-53680,"окремо розташ.буд.","ІНШЕ",UA80000000000093317,"02092",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","РОГОЗІВСЬКА","4/16",null,null,кв. м.,46.3,733.00,UAH,2016-12-31,"265/1",2017-04-24,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ЦЕНТР ОБЛІКУ БЕЗДОМНИХ ОСІБ","36123265",2017-04-24,2023-04-22,null,null,Місяць,1.00,null,2025-04-12
82960-53543,"сміттєзбірник","ІНШЕ",UA80000000000093317,"02125",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ВОСКРЕСЕНСЬКИЙ ПРОСПЕКТ (ПЕРОВА)","3",null,null,кв. м.,41.7,875 200.00,UAH,2021-08-31,"1034/1-7",2023-02-01,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","МУЗИЧЕНКО ВЛАДИСЛАВ МИКОЛАЙОВИЧ","2565621090",2009-05-08,2028-02-01,null,null,Місяць,9 200.00,null,2025-04-30
82961-53277,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02125",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ЧОРНИХ ЗАПОРОЖЦІВ (ПЕТРА ЗАПОРОЖЦЯ)","9",null,null,кв. м.,50.3,704 000.00,UAH,2021-12-31,"1379/1-3",2023-02-02,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ДНІПРОВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК М. КИЄВА ""ЕТАЛОН"" ВСЕУКРАЇНСЬКОЇ ГРОМАДСЬКОЇ ОРГАНІЗАЦІЇ ""КІНОЛОГІЧНА СПІЛКА УКРАЇНИ""","25960445",2023-02-02,2028-02-02,null,null,Місяць,7 041.00,null,2025-04-17
77509-54077,"ЖЕД412","ЖЕК",UA80000000000093317,"02183",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","РОМАНА ШУХЕВИЧА ПРОСП. (ВАТУТІНА ГЕНЕРАЛА ПРОСП.)","4-А",null,null,кв. м.,39.7,20 494.16,UAH,2018-09-30,"392/1",2019-03-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ЦЕНТР ПО РОБОТІ З ДІТЬМИ ТА МОЛОДДЮ ЗА МІСЦЕМ ПРОЖИВАННЯ ДНІПРОВСЬКОГО Р-НУ","37500948",2019-03-20,2022-03-19,null,null,Місяць,1.00,null,2025-04-12
77510-53790,"окремо розташ.буд.","ІНШЕ",UA80000000000093317,"02175",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ЕНТУЗІАСТІВ","43/1",null,null,кв. м.,35.5,11 517.12,UAH,2018-09-30,"395/1",2019-04-16,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ОРГАН САМООРГАНІЗАЦІЇ НАСЕЛЕННЯ ""КОМІТЕТ МІКРОРАЙОНУ ""РУСАНІВКА"" М. КИЄВА","35208190",2019-04-16,2022-04-15,null,null,Місяць,1.00,null,2025-04-12
77512-52979,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02105",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","СОБОРНОСТІ ПРОСПЕКТ (ВОЗЗ'ЄДНАННЯ ПРОСП.)","26/2",null,null,кв. м.,81.2,1 482 000.00,UAH,2018-12-31,"397/1",2019-05-16,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""АСОЦІАЦІЯ СТОМАТОЛОГІВ СИЛОВИХ СТРУКТУР""","41037079",2019-05-16,2029-05-15,null,null,Місяць,1 235.00,null,2025-04-12
82993-53070,"сміттєзбірник","ІНШЕ",UA80000000000093317,"02002",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","МИТРОПОЛИТА АНДРЕЯ ШЕПТИЦЬКОГО (ЛУНАЧАРСЬКОГО)","1/2.СМ",null,null,кв. м.,31.4,650 000.00,UAH,2021-10-31,"663/1",2023-02-14,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""СТАР АНІМЕЙШЕН""","43297018",2023-02-14,2028-02-14,null,null,Місяць,6 700.00,null,2025-04-22
83155-54095,null,"АДМІНІСТРАТИВНЕ",UA80000000000093317,"02253",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ЛЕОНІДА КАДЕНЮКА ПРОСПЕКТ (ГАГАРІНА ЮРІЯ )","17-Б",null,null,кв. м.,41.35,18.96,UAH,2023-01-31,"667/1",2023-03-30,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ІНСТИТУТ ВІДКРИТОЇ ПОЛІТИКИ""","25728961",2023-03-30,2028-03-30,null,null,Місяць,0.08,null,2025-04-17
67622-53013,"нежитлові приміщення в житловому будинку","ІНШЕ",UA80000000000093317,"02090",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","АЛМАТИНСЬКА (АЛМА-АТИНСЬКА)","4",null,null,кв. м.,32.9,101 332.00,UAH,2009-04-30,"1105",2009-07-09,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ПРИВАТНЕ СІЛЬГОСППЕРЕРОБНЕ ВИРОБНИЧО-КОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ПОДІЛЛЯ-АГРО""","25586283",2009-07-09,2024-01-30,null,null,Місяць,848.66,null,2025-04-17
67635-52883,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02094",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ГЕТЬМАНА ПАВЛА ПОЛУБОТКА (ПОПУДРЕНКА)","28",null,null,кв. м.,75.3,870 000.00,UAH,2019-08-31,"1882",2010-10-08,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ЧЕРНІКОВ МИХАЙЛО МИКОЛАЙОВИЧ","1913903357",2010-10-08,2022-10-04,null,null,Місяць,4 350.00,null,2025-04-17
67638-53926,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02090",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ГАШЕКА ЯРОСЛАВА БУЛЬВ.","16",null,null,кв. м.,126.4,1 614 000.00,UAH,2019-03-31,"120",2007-12-03,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МІРА ПОЛІГРАФ""","32848844",2007-12-03,2022-12-01,null,null,Місяць,3 108.46,null,2025-04-17
67643-53957,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02100",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","БУДІВЕЛЬНИКІВ","28/15",null,null,кв. м.,68.5,795 000.00,UAH,2019-09-30,"2059/1",2010-11-01,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАМА САН-ПЛЮС""","25280561",2010-11-01,2022-10-28,null,null,Місяць,4 361.86,null,2025-04-17
67652-53982,"нежитлові приміщення в житловому будинку","ІНШЕ",UA80000000000093317,"02100",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","БУДІВЕЛЬНИКІВ","34/1",null,null,кв. м.,137.6,2 608 500.00,UAH,2019-10-31,"37/1",2014-01-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""БЛАГОДІЙНИЙ ФОНД ""ДНІПРОВСЬКИЙ""","36972144",2014-01-20,2023-01-17,null,null,Місяць,6 009.41,null,2025-04-22
67654-52896,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02094",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ВІНСТОНА ЧЕРЧИЛЛЯ (ЧЕРВОНОТКАЦЬКА)","27/2",null,null,кв. м.,70.0,931 789.00,UAH,2020-11-30,"62",2007-11-01,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФОРА""","32294897",2007-11-01,2026-03-30,null,null,Місяць,9 317.89,null,2025-04-17
67669-52859,"нежитлові приміщення в житловому будинку","ІНШЕ",UA80000000000093317,"02100",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","СЕРГІЯ НАБОКИ (БАЖОВА)","9-А",null,null,кв. м.,134.7,1 557 500.00,UAH,2017-09-30,"1543",2010-04-07,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","КИЇВСЬКА МІСЬКА ФІЛІЯ АКЦІОНЕРНОГО ТОВАРИСТВА ""УКРТЕЛЕКОМ""","01189910",2010-04-07,2024-03-30,null,null,Місяць,19 468.75,null,2025-04-18
67671-53977,"нежитлові вбудовані в житловий будинок","ІНШЕ",UA80000000000093317,"02100",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","БУДІВЕЛЬНИКІВ","27-А",null,null,кв. м.,52.61,593 800.00,UAH,2019-09-30,"965",2009-03-23,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ТОВАРИСТВО ІНВАЛІДІВ ""МИЛОСЕРДЯ-ІНТЕЛЕКТ""","25729209",2009-03-23,2022-03-30,null,null,Місяць,1.00,null,2025-04-12
67678-52896,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02094",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ВІНСТОНА ЧЕРЧИЛЛЯ (ЧЕРВОНОТКАЦЬКА)","27/2",null,null,кв. м.,38.0,16 700.00,UAH,2017-07-31,"1886",2010-10-11,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ОБ'ЄДНАННЯ БАГАТОДІТНИХ СІМЕЙ ""ОРІЯНА""","14277171",2010-10-11,2022-10-10,null,null,Місяць,1.00,null,2025-04-12
67679-53930,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02090",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","НОВАТОРІВ","4",null,null,кв. м.,26.52,552 000.00,UAH,2020-05-31,"504",2008-06-02,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ФЕДОРЕНКО ЄВГЕН АНАТОЛІЙОВИЧ","2527718654",2008-06-02,2025-05-27,null,null,Місяць,2 934.00,null,2025-04-17
67682-52883,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02094",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ГЕТЬМАНА ПАВЛА ПОЛУБОТКА (ПОПУДРЕНКА)","28",null,null,кв. м.,12.7,32 593.00,UAH,2016-08-01,"1669",2010-07-05,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ОБ'ЄДНАННЯ ""БАТЬКІВ-ОДИНАКІВ УКРАЇНИ""","35207396",2010-07-05,2022-03-31,null,null,Місяць,1.00,null,2025-04-12
67687-53075,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02002",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","МИТРОПОЛИТА АНДРЕЯ ШЕПТИЦЬКОГО (ЛУНАЧАРСЬКОГО)","24",null,null,кв. м.,8.05,151 000.00,UAH,2016-02-29,"1113",2009-07-27,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ПРИВАТНЕ ПІДПРИЄМСТВО ""ЛІЛІЯ-ПЛЮС""","25278185",2009-07-27,2024-10-22,null,null,Місяць,293.13,null,2025-04-17
67688-52859,"нежитлові приміщення в житловому будинку","ІНШЕ",UA80000000000093317,"02100",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","СЕРГІЯ НАБОКИ (БАЖОВА)","9-А",null,null,кв. м.,211.6,1 674 891.85,UAH,2015-06-30,"1111",2009-07-20,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","КАЛІБЕРДА ВАДИМ АНАТОЛІЙОВИЧ","2495516593",2009-07-20,2024-07-15,null,null,Місяць,3 998.39,null,2025-04-17
67689-53661,"окремо розташ.буд.","ІНШЕ",UA80000000000093317,"02002",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","МИТРОПОЛИТА АНДРЕЯ ШЕПТИЦЬКОГО (ЛУНАЧАРСЬКОГО)","22-А.СМ",null,null,кв. м.,29.6,506 737.60,UAH,2013-05-31,"776",2008-10-20,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ТОВАРИСТВО З ДОДАТКОВОЮ ВІДПОВІДАЛЬНІСТЮ ""УНІВЕРСАМ № 6 ""ОЛІМПІЙСЬКИЙ""","02904195",2008-10-20,2022-05-05,null,null,Місяць,814.77,null,2025-04-17
67570-53987,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02105",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ЛЕОНІДА КАДЕНЮКА ПРОСПЕКТ (ГАГАРІНА ЮРІЯ )","4",null,null,кв. м.,241.04,2 589 796.00,UAH,2010-06-30,"1665",2010-07-01,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ПРИВАТНЕ ПІДПРИЄМСТВО ""ПОБУТРЕМБУД""","16485057",2010-07-01,2022-06-27,null,null,Місяць,4 469.67,null,2025-04-17
67576-52944,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ЧУПРИНКИ ГРИГОРІЯ (ЧУДНОВСЬКОГО)","2/8",null,null,кв. м.,74.1,12 709.55,UAH,2020-01-31,"1091",2009-07-01,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ДНІПРОВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ВЕТЕРАНІВ УКРАЇНИ"" М.КИЄВА","22895380",2009-07-01,2022-12-15,null,null,Місяць,1.00,null,2025-04-10
67582-53945,"нежитлові приміщення в житловому будинку","ЖИЛИЙ БУДИНОК",UA80000000000093317,"02094",Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","КРАКІВСЬКА","18",null,null,кв. м.,191.8,3 538 000.00,UAH,2019-05-31,"1745",2010-09-01,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ОЩАДНИЙ БАНК УКРАЇНИ""","00032129",2010-09-01,2022-07-16,null,null,Місяць,53 070.00,null,2025-04-12
67588-57488,"нежитлові приміщення вбудовані в житловий будинок","ІНШЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДНІПРОВСЬКИЙ","ХАРКІВСЬКЕ ШОСЕ","8/1.СМ",null,null,кв. м.,15.0,301 900.00,UAH,2019-07-31,"1893",2010-10-18,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435","МІХАЛЕВСЬКА НАДІЯ ВІКТОРІВНА","3142318669",2010-10-18,2022-08-31,null,null,Місяць,562.50,null,2025-04-17
